country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh
IND,India,KOTA,IND0000213,1240,25.1712,75.8171,Coal,Oil,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,65.113143,8010.253,6992.321,6628.792,6415.029,7049.638,,Central Electricity Authority,
IND,India,KOTA COMPLEX,WRI1019890,125,25.1386,75.8883,Coal,,,,,Dcm & chem,Dcm & chem,http://www.dcmshriram.com/,WRI,,,52.1763,,,,,,,,
IND,India,KOTESHWAR,IND0000214,400,30.2594,78.4971,Hydro,,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,243.83,1204.11915,1241.80975,1218.42725,1214.22835,1217.7208,,Central Electricity Authority,
IND,India,KOTLA,IND0000215,77.65,31.268,76.492,Hydro,,,,1957,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,428.1684,428.29775,428.4271,505.6789,606.552,,Central Electricity Authority,
IND,India,KOVILKALAPPAL,IND0000216,107.88,10.5415,79.4507,Gas,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,373.2247,363.398,308.967,266.158,225.474026,,Central Electricity Authority,
IND,India,KOYNA COMPLEX,IND0000217,1956,17.4599,73.684,Hydro,,,,1984,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,16.219,3036.541,2961.9359,3289.32075,2617.59625,2754.11025,,Central Electricity Authority,
IND,India,KS Oils Chinnakuyili Wind Farm,WRI1026340,12,10.9328,77.0912,Wind,,,,,KS Oils,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1300103078.33/view,WRI,,,,,,,,,,,
IND,India,KUDGI,IND0000519,2400,16.4994,75.8349,Coal,Oil,,,2017,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,24.151775,3249,6970,,Central Electricity Authority,
IND,India,KULHAL,IND0000218,30,30.4289,77.6296,Hydro,,,,1975,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,155.3792,138.2851,121.589,123.35015,145.81725,,Central Electricity Authority,
IND,India,KUNDAH I-V,IND0000219,555,11.2861,76.6511,Hydro,,,,1966,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,290.800001,1542.91665,1365.5778,811.53195,802.19885,1600.94505,,Central Electricity Authority,
IND,India,KUNDANKULAM,IND0000220,2000,8.1691,77.1327,Nuclear,,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,0.469,3875.32315,2027,5724.02,7894.4,5562.31,,Central Electricity Authority,
IND,India,KUNDARGI MILL,WRI1019925,16.5,16.2651,75.5302,Biomass,,,,,Gem Sugars ltd,Gem Sugars ltd,http://www.gemgroup.in/gem-sugar.html,WRI,,,3.964,,,,,,,,
IND,India,KUNDARKI TPP,IND0000221,90,27.0786,82.0841,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,483.043,336.854,418.96,173.234,184.2408,,Central Electricity Authority,
IND,India,KUTCH LIG.,IND0000222,290,23.6626,68.7843,Coal,Oil,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,5.36544,1393.879,1375.348,1259.123,1090.75,995.621,,Central Electricity Authority,
IND,India,KUTHUNGAL,IND0000223,21,9.9356,77.1068,Hydro,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,85.919,,,,,,,,
IND,India,KUTTALAM GT,IND0000224,101,11.076,79.57,Gas,,,,2003,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,452.527,518.844,335.927,309.549,656.532,,Central Electricity Authority,
IND,India,KUTTIADI,IND0000225,125,11.5484,75.8988,Hydro,,,,1983,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,93.686,736.76765,556.4438,325.6038,427.9694,420.99445,,Central Electricity Authority,
IND,India,KUTTIYADI Add ext,IND0000226,100,11.5484,75.8988,Hydro,,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,68.982,0,18.71595,150.7226,170.0853,268.91865,,Central Electricity Authority,
IND,India,KVK Energy Solar Project,WRI1020244,100,,,Solar,,,,2013,KVK Energy Ventures Ltd,National Renewable Energy Laboratory,http://www.nrel.gov/csp/solarpaces/project_detail.cfm/projectID=260,,,,,,,,,,,,
IND,India,KYMORE,WRI1020004,50,24.0529,80.6144,Coal,,,,,Acc Acc ltd,Acc Acc ltd,http://www.acclimited.com/,WRI,,,,,,,,,,,
IND,India,KYREDEMKULAI,IND0000227,60,25.7848,91.7895,Hydro,,,,1979,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,112.5345,116.92245,64.96355,131.5191,134.1658,,Central Electricity Authority,
IND,India,K_GUDEM,IND0000163,720,17.6219,80.6936,Coal,Oil,,,1972,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,329.929,3968.141,3972.068,3537.52,3459.695,3211.443,,Central Electricity Authority,
IND,India,K_GUDEM NEW,IND0000164,1800,17.6219,80.6936,Coal,Oil,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,0,6792.303,6108.419,6062.339491,6576.796,8633.527,,Central Electricity Authority,
IND,India,K_KHEDA II,IND0000165,1340,21.2818,79.116,Coal,Oil,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,0,7513.134,7444.948,7062.071,5630.601,6813,,Central Electricity Authority,
IND,India,Kaladonger Wind Farm,WRI1026341,75.6,27.0931,70.9996,Wind,,,,,Bindu Vau Urja Private Limited,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1356681143.52/view,WRI,,,93.869,,,,,,,,
IND,India,Kamuthi Solar Power Plant,WRI1026151,648,9.3381,78.3917,Solar,,,,,Adani Power Limited,Adani Power Limite r Er,http://www.adanipower.com,Industry About,,,,,,,,,,,
IND,India,Karmaria Solar Power Plant,WRI1026152,15,23.35,70.388,Solar,,,,,SunBorne Energy Gujarat One Pvt,SunBorne Energy Gujarat One Private Limited,http://sunborneenergy.com,Industry About,,,,,,,,,,,
IND,India,Karur Textile Park Wind Farm,WRI1026778,6,8.3091,77.6191,Wind,,,,,Karur Textile Park limited,CDM,https://cdm.unfccc.int/Projects/DB/RWTUV1297334588.3/view,WRI,,,11.332,,,,,,,,
IND,India,Kathauti 1 Solar Power Plant,WRI1026153,5,27.224,74.2524,Solar,,,,,Azure Power (Rajasthan) Private Limited,Azure Power (Rajasthan) Private Limited,http://www.azurepower.com,Industry About,,,22.337,,,,,,,,
IND,India,Kathauti 2 Solar Power Plant,WRI1026154,40,27.2089,74.2553,Solar,,,,,Azure Power (Rajasthan) Private Limited,Azure Power (Rajasthan) Private Limited,http://www.azurepower.com,Industry About,,,1556.245984,,,,,,,,
IND,India,Katol - Citra Solar Power Plant,WRI1026155,2,21.317,78.6025,Solar,,,,,Citra Real Estate Limited,Real Estate e,http://www.mahaurja.com/PDF/PG2_GridConnSPPCommissioned.pdf,Industry About,,,6.557,,,,,,,,
IND,India,Katol - Sepset Solar Power Plant,WRI1026156,2,21.3174,78.6001,Solar,,,,,Sepset Construction Limited,Sepset Constructio te,http://www.mahaurja.com/PDF/PG2_GridConnSPPCommissioned.pdf,Industry About,,,-0.045,,,,,,,,
IND,India,Khadoda Solar Power Plant,WRI1026157,10,23.443,73.2014,Solar,,,,,Gujarat Urja Vikas Nigam Limited,Gujarat Urja Vikas Nigam Limited,http://www.azurepower.com,Industry About,,,,,,,,,,,
IND,India,Khandala Solar Power Plant,WRI1026158,5.2,18.6051,75.0381,Solar,,,,,Firestone Trading Private Limited,Firestone Trading Private Limited,http://www.mahaurja.com/PDF/PG2_GridConnSPPCommissioned.pdf,Industry About,,,0.001,,,,,,,,
IND,India,Khetusar - Northern Solar Power Plant,WRI1026159,20,27.3225,71.9951,Solar,,,,,Northern Solaire Prakash Private Limited,Solairedirect,http://www.solairedirect.com,Industry About,,,112.885,,,,,,,,
IND,India,Khetusar - Suryauday Solar Power Plant,WRI1026160,10,27.3247,71.991,Solar,,,,,Suryauday Solaire Prakash Private Limited,Solairedirect,http://www.solairedirect.com,Industry About,,,13.115,,,,,,,,
IND,India,Khilchipur Solar Power Plant,WRI1026161,25,24.0682,76.589,Solar,,,,,ACME Solar Energy,ACME Solar Energy,http://www.acme.in,Industry About,,,,,,,,,,,
IND,India,Khirsara - Unity Solar Power Plant,WRI1026162,5,23.3578,70.0548,Solar,,,,,Unity Power Limited,Unity Power Limite r World,http://www.backboneworld.com,Industry About,,,,,,,,,,,
IND,India,Khirsara - Welspun Solar Power Plant,WRI1026163,15,23.3618,70.0536,Solar,,,,,Welspun Urja India Limited,Urja India edEnewables,http://www.welspunrenewables.com,Industry About,,,,,,,,,,,
IND,India,Khirwa Solar Power Plant,WRI1026164,1,27.301,72.3236,Solar,,,,,Conflux Infratech Private Limited,Infratech e M/Pdf,http://www.rrecl.com/PDF/Details%20of%Rajasthan.pdf,Industry About,,,,,,,,,,,
IND,India,Khori Wind Farm,WRI1026668,20.8,21.167,74.3272,Wind,,,,,REI Agro Limited,CDM,https://cdm.unfccc.int/filestorage/L/V/Q/LVQ9ANSCJX8164E5H7PWYIB3O0RZ2U/Revised%20PDD%20Version%2006%20dated%205th%20June%202012%20-%20Clean%20mode.pdf?t=akx8b2pxZm9ufDC6M3RsDeQKejKPRFouqWsR,WRI,,,26.22,,,,,,,,
IND,India,Kohinoor Wind Farm,WRI1026342,24,26.6797,71.026,Wind,,,,,Kohinoor Planet Construction Pvt. Ltd,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1302691944.71/view,WRI,,,0,,,,,,,,
IND,India,Komal West Solar Power Plant,WRI1026165,1,11.0118,79.5898,Solar,,,,,Tata Power Solar Systems Limited (TPREL),S Limited Rsolar,http://www.tatapowersolar.com,Industry About,,,466.418002,,,,,,,,
IND,India,Kosa Wind Farm,WRI1026086,33,23.3183,68.6988,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/w/m/64TXH0Y1V9ZCISBKO3F758PEQNUJDR.pdf/PDD__V-2_5_19_10_2012.pdf?t=akh8b2pkZTFtfDAP0pu4sjZSao0P-GV-Qzqn,WRI,,,,,,,,,,,
IND,India,Kottamangalam Wind Farm,WRI1026067,56.25,10.6558,77.2471,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/a/1/0JPNG5S4A821KD6IUHWBOEYRVFTL3X.pdf/ALWE%20PDD_Ver%206%20_06.03.2013_%20Clean%20.pdf?t=dlV8b2picjMyfDAQ_TbHluMZz9jMHYOK8XbU,WRI,,,4.643,,,,,,,,
IND,India,Kottathara Village Wind Farm,WRI1026775,3,11.0951,76.6709,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1315830379.2/view,WRI,,,,,,,,,,,
IND,India,Kudankulam,WRI1026848,2000,8.1689,77.7126,Nuclear,,,,,,IAEA,https://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=853,WRI,,,1.703,,,,,,,,
IND,India,LAKHERI CEMENT PLANT,WRI1019891,25,25.6732,76.1901,Coal,,,,,Acc Acc ltd,Acc Acc ltd,http://www.acclimited.com/,WRI,,,40.066,,,,,,,,
IND,India,LAKWA GT,IND0000228,211.955,27.0221,94.8833,Gas,Oil,,,2002,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,855.342825,870.2,823.297501,614.442988,840.5586379,,Central Electricity Authority,
IND,India,LALITPUR TPP,IND0000230,1980,24.7971,78.6463,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,495.63,3741.87,8072.02,5127.488,,Central Electricity Authority,
IND,India,LARA,IND0000531,800,21.757,83.4573,Coal,Oil,,,2018,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,0,,,,0,249.107225,,Central Electricity Authority,
IND,India,LARGI,IND0000229,126,31.7196,77.212,Hydro,,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,606.64155,653.56575,608.6017,609.2982,590.8907,,Central Electricity Authority,
IND,India,LEIMAKHONG DG,IND0000231,36,,,Oil,,,,1999,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,53.200621,0,0,0,0,0,,Central Electricity Authority,
IND,India,LIGANAMAKKI,IND0000232,55,14.1704,74.8388,Hydro,,,,1979,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,2.593,254.98865,118.3453,105.1118,124.92225,251.26735,,Central Electricity Authority,
IND,India,LIKIM RO,IND0000233,24,,,Hydro,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,145.515,,,,,,,,
IND,India,LITL Uthumalai,WRI1026343,10,8.9969,77.537,Wind,,,,,Loyal Textile Mills Limited,CDM,https://cdm.unfccc.int/Projects/DB/SGS-UKL1200600517.28/view,WRI,,,0.02646,,,,,,,,
IND,India,LNJP Bahla Basti Wind Farm,WRI1026674,20,26.5114,71.4974,Wind,,,,,LNJ Power Ventures Limited,CDM,https://cdm.unfccc.int/Projects/DB/KBS_Cert1356901378.31/view,WRI,,,,,,,,,,,
IND,India,LODHIVALI,WRI1019964,40,18.9002,73.2032,Oil,,,,,Tata Co ltd,Tata Co ltd,http://www.tatapower.com/,WRI,,,,,,,,,,,
IND,India,LOKMANGAL SUGAR ETHANOL,WRI1019965,31.5,17.4462,75.7161,Biomass,,,,,Lokmangal Lokmangal group,Lokmangal Lokmangal group,http://lokmangal.com/site/agro.html,WRI,,,,,,,,,,,
IND,India,LOKTAK,IND0000234,105,24.587,93.6696,Hydro,,,,1983,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,370.5778,533.9568,737.36465,833.5513,599.59695,,Central Electricity Authority,
IND,India,LOWER JHELUM,IND0000235,105,34.2189,74.5281,Hydro,,,,1978,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,597.86565,662.87895,480.73425,478.58505,586.38335,,Central Electricity Authority,
IND,India,LOWER JURALA,IND0000236,240,16.3125,77.7773,Hydro,,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,25.056,,8.9351,175.4583,204.8705,152.54345,,Central Electricity Authority,
IND,India,LOWER LAGYAP,IND0000237,12,,,Hydro,,,,1979,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,,,,,
IND,India,LOWER METTUR,IND0000238,120,11.6425,77.7583,Hydro,,,,1988,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,265.37645,222.25315,91.80865,131.29025,219.2184,,Central Electricity Authority,
IND,India,LOWER PERIYAR,IND0000239,180,9.9624,76.957,Hydro,,,,1997,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,0.016,574.26425,508.1664,305.69385,505.2013,522.5541,,Central Electricity Authority,
IND,India,LOWER SILERU,IND0000240,460,17.8608,81.6814,Hydro,,,,1976,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,146.91354,1280.67445,1226.9743,827.7405,1104.22115,1088.5897,,Central Electricity Authority,
IND,India,LTML Wind Energy Project in Tamil Nadu,WRI1026344,9.7,9.087,77.6055,Wind,,,,,Loyal Textile Mills Limited,CDM,https://cdm.unfccc.int/Projects/DB/RINA1359562234.41/view,WRI,,,98.912,,,,,,,,
IND,India,LVS POWER DG,IND0000241,36.8,,,Oil,,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,0,0,0,0,0,,Central Electricity Authority,
IND,India,Lakhewali Solar Power Plant,WRI1026166,2.1,30.4368,74.3316,Solar,,,,,Atma Powers Private Limited,Powers Private,http://www.peda.gov.in/main/SPVPowerProjects.html,Industry About,,,,,,,,,,,
IND,India,Lakhmirwala Solar Power Plant,WRI1026167,20,29.8509,75.4023,Solar,,,,,Essel Clean Energy Limited,Clean Energy edOjects.Com,http://esselinfraprojects.com,Industry About,,,,,,,,,,,
IND,India,Lallian Kalan Solar Power Plant,WRI1026168,1,31.2496,75.4826,Solar,,,,,IK Energy Private Limited,PEDA,http://www.peda.gov.in/main/SPVPowerProjects.html,Industry About,,,,,,,,,,,
IND,India,Lalpur Wind Farm,WRI1026345,50.4,22.1694,69.827,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1354282051.48/view,WRI,,,,,,,,,,,
IND,India,Landewadi Wind Farm,WRI1026790,4,,,Wind,,,,,Serum Institute of India Limited,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1335362700.21/view,,,,,,,,,,,,
IND,India,Lathi Solar Power Plant,WRI1026169,1,27.0321,71.5322,Solar,,,,,Lanco Solar Power Limited,Lancosola,http://www.lancogroup.com,Industry About,,,,,,,,,,,
IND,India,Liberty Oil Satara Wind Farm,WRI1026346,2.4,17.8613,74.0733,Wind,,,,,Liberty Oil Mills Limited,CDM,https://cdm.unfccc.int/Projects/DB/Applus1436171071.3/view,WRI,,,,,,,,,,,
IND,India,M.A.P.P.,IND0000242,440,12.5571,80.1754,Nuclear,,,,1984,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,2356.63,2927,2916.67,2704.38,1367.91,,Central Electricity Authority,
IND,India,MACHKUND,IND0000243,114.75,18.5323,82.4645,Hydro,,,,1957,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,517.19105,475.08265,696.80845,465.3615,590.7116,,Central Electricity Authority,
IND,India,MADHAVAMANTRI,IND0000244,4.5,12.2135,77.0225,Hydro,,,,2003,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,,,,,
IND,India,MADHIKHEDA,IND0000245,60,25.5623,77.8348,Hydro,,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,44.358,96.6742,91.6992,146.47395,22.4074,88.54505,,Central Electricity Authority,
IND,India,MAHADEV PRASAD STPP,IND0000246,540,22.8395,86.0613,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,6101.382992,1999.65,2663.47,2975.66,2662.47,2657.132,,Central Electricity Authority,
IND,India,MAHAN TPP,IND0000247,1200,24.0077,82.4172,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,0.901,468.36,0,2430.38,2716,2991,,Central Electricity Authority,
IND,India,MAHATMA GANDHI TPP,IND0000248,1320,28.49,76.351,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,6147.8,4638.57,2709.41,6889.57,6435.09,,Central Electricity Authority,
IND,India,MAHATMA SUGAR,WRI1019966,15,20.8558,78.5814,Biomass,,,,,Mahatma Power ltd,Mahatma Power ltd,https://www.zaubacorp.com/company/MAHATMA-SUGAR-POWER-LIMITED/U15421MH1997PLC111855,WRI,,,,,,,,,,,
IND,India,MAHI BAJAJ I&II,IND0000249,140,23.5443,74.5062,Hydro,,,,1987,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,184.9108,165.51825,208.6117,179.26915,116.4946,,Central Electricity Authority,
IND,India,MAHUL REFINERY,WRI1019967,22,19.0162,72.8963,Oil,,,,,Bharat Corp ltd,Bharat Corp ltd,https://bharatpetroleum.com/,WRI,,,,,,,,,,,
IND,India,MAIHAR CEMENT PLANT,WRI1020005,31.4,24.2021,80.7997,Coal,,,,,Maihar Cement ltd,Maihar Cement ltd,http://www.maiharcement.co.in/,WRI,,,2327.129989,,,,,,,,
IND,India,MAITHON,IND0000250,63.2,23.7872,86.8284,Hydro,,,,1957,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,551.17,137.3498,107.0023,121.41985,113.83795,100.8532,,Central Electricity Authority,
IND,India,MAITHON RB TPP,IND0000252,1050,23.8209,86.76,Coal,Oil,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,6311,6780.138,6956.983,6997.94,6857.95,,Central Electricity Authority,
IND,India,MALANA,IND0000253,186,32.0041,77.2494,Hydro,,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,430.266,575.9458,692.8782,716.72835,711.6041,666.5903,,Central Electricity Authority,
IND,India,MALLARPUR,IND0000254,9,15.3773,76.4591,Hydro,,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,52.707,,,,,,,,
IND,India,MANERI BHALI,IND0000255,394,30.7294,78.4238,Hydro,,,,2002,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,1261.7197,1707.01205,1592.92535,1663.0629,1724.0763,,Central Electricity Authority,
IND,India,MANGALORE REFINERY,WRI1019926,166.5,12.9821,74.8496,Gas,,,,,Mangalore & petrochem,Mangalore & petrochem,https://mrpl.co.in/,WRI,,,,,,,,,,,
IND,India,MANGAON CCPP,IND0000520,388,18.3879,73.3529,Gas,,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,208.9768,0,0,,Central Electricity Authority,
IND,India,MANGLAM CEMENT,WRI1019892,25,24.7176,75.9522,Coal,,,,,Manglam Cement ltd,Manglam Cement ltd,http://www.mangalamcement.com/,WRI,,,65.314,,,,,,,,
IND,India,MANI DPH,IND0000256,9,13.6763,75.0462,Hydro,,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,6.723,,,,,,,,
IND,India,MANIKDOH,IND0000257,6,19.2345,73.8144,Hydro,,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,40.54446,,,,,,,,
IND,India,MANIKGARH CEMENT,WRI1019968,50,19.7235,79.1761,Coal,,,,,Manikgarh Manikgarh cement,Manikgarh Manikgarh cement,http://www.manikgarhcement.com/,WRI,,,,,,,,,,,
IND,India,MANIYAR,IND0000258,12,9.3294,76.8798,Hydro,,,,1994,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,,,,,
IND,India,MAQSOODPUR  IPP,IND0000259,90,,,Coal,Oil,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,473.91,281.73,378.68,150.952,126.4941,,Central Electricity Authority,
IND,India,MARATHA CEMENT PLANT,WRI1019969,45,19.703,79.2206,Coal,,,,,Ambuja Cements ltd,Ambuja Cements ltd,http://www.ambujacement.com/,WRI,,,11.27,,,,,,,,
IND,India,MARWA TPP,IND0000260,1000,22.0708,82.6022,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,9.321,0,59.296765,2180.429,5341.639,6053.26,,Central Electricity Authority,
IND,India,MATATILLA,IND0000261,30.6,25.1001,78.3717,Hydro,,,,1965,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,1.343,80.1373,78.61495,122.0666,93.34095,96.9926,,Central Electricity Authority,
IND,India,MEJA STPP,IND0000532,660,25.1447,81.9415,Coal,Oil,,,2018,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,0,65.08535,,Central Electricity Authority,
IND,India,MEJIA,IND0000262,1340,23.4639,87.1311,Coal,Oil,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,5521.9,5125.82,5716.32,6345.2487,6302.955,,Central Electricity Authority,
IND,India,MEJIA TPS EXT,IND0000263,1000,23.4639,87.1311,Coal,Oil,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,5111.95,5882.55,6189.11,5101.2656,5428.759,,Central Electricity Authority,
IND,India,MELAMARUTHUR (MUTHIARA),IND0000264,1200,8.9159,78.1374,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,805.76,2504.53,3482.79,3630,2980.512,,Central Electricity Authority,
IND,India,METTUR,IND0000265,840,11.7696,77.8138,Coal,Oil,,,1988,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,261.913,5697.399,5471.328,5239.703,4666.672,5314.336,,Central Electricity Authority,
IND,India,METTUR DAM,IND0000266,250,11.8014,77.8085,Hydro,,,,1960,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,440.4069,339.72285,124.8526,214.4822,585.60725,,Central Electricity Authority,
IND,India,METTUR TPS EXT,IND0000267,600,11.7696,77.8138,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,729.088003,2802.37,3674.16,3212.7,2273.06,2934.69,,Central Electricity Authority,
IND,India,MIHAN TPP,IND0000268,246,21.0377,78.9334,Coal,Oil,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,0,0,0,0,0,,Central Electricity Authority,
IND,India,MOHAMAD PUR,IND0000270,9.3,,,Hydro,,,,1949,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,21.504,,,,,,,,
IND,India,MOHARA,IND0000271,9,,,Hydro,,,,1962,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,5.971,,,,,,,,
IND,India,MONARCHAK CCPP,IND0000272,101,23.438,91.274,Gas,,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,0,125.88,174.7967,645.293,655.828,,Central Electricity Authority,
IND,India,MORDI PLANT,WRI1019893,46,23.5496,74.4072,Coal,,,,,Rswm Rswm ltd,Rswm Rswm ltd,http://rswm.in/,WRI,,,,,,,,,,,
IND,India,MOUDA STPS,IND0000273,2320,21.1797,79.3978,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,2096,1718,3838,7276,11179.55,,Central Electricity Authority,
IND,India,MOYAGCHU,IND0000274,4,,,Hydro,,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,,,,,
IND,India,MOYAR,IND0000275,36,11.6137,76.6919,Hydro,,,,1952,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,144.00635,103.1218,61.2124,93.928,161.18005,,Central Electricity Authority,
IND,India,MRMPL Mudari Wind Farm,WRI1026348,20,26.8051,70.7381,Wind,,,,,Jodhpur Vidyut Vitran Nigam Limited,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1278588174.29/view,WRI,,,,,,,,,,,
IND,India,MSPL Wind Farm,WRI1026070,78.9,15.1579,75.7965,Wind,,,,,MSPL,CDM,https://cdm.unfccc.int/filestorage/I/M/8/IM82KOV79XD6W1FSRY0APUBQT5HNG3/PDD%20Version%203.1?t=eXJ8b2pkY3A3fDDe6Zq2yZtRMfXDrbXuYkLx,WRI,,,0.028,,,,,,,,
IND,India,MUDHOL CEMENT,WRI1019927,50,16.2017,75.3005,Coal,,,,,Jk Cement ltd,Jk Cement ltd,http://www.jkcement.com/power-plants,WRI,,,,,,,,,,,
IND,India,MUKERIAN I -IV,IND0000276,207,31.9553,75.836,Hydro,,,,1987,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,0.018,1045.69525,1163.6127,1078.09245,1264.4062,1237.90935,,Central Electricity Authority,
IND,India,MUL GRETA,WRI1019970,15,20.0805,79.7148,Coal,,,,,Greta Energy ltd,Greta Energy ltd,http://www.gretagroup.com/,WRI,,,0.007,,,,,,,,
IND,India,MUMBAI BPCL,WRI1019971,31.2,19.016,72.8948,Gas,,,,,Bharat Corp ltd,Bharat Corp ltd,https://bharatpetroleum.com/,WRI,,,633.947996,,,,,,,,
IND,India,MUMBAI JINDAL,WRI1020014,25.2,18.5309,72.9465,Oil,,,,,Jsw Steel ltd,Jsw Steel ltd,http://www.jsw.in/,WRI,,,252.571512,,,,,,,,
IND,India,MUMBAI ONGC,WRI1020015,75,18.9988,72.8997,Gas,,,,,Ongc Gas corp,Ongc Gas corp,http://www.ongcindia.com/,WRI,,,0,,,,,,,,
