country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh
AUS,Australia,Nymboida,AUS0000283,33.6,-29.9257,152.7417,Hydro,,,,2011,Essential Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Nyngan Solar Plant,AUS0000476,102,-31.5527,147.0854,Solar,,,,1995,AGL Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,9.380277778,229.5411111,232.1880556,250.7363889,,Australia Clean Energy Regulator,
AUS,Australia,Oakey,AUS0000166,282,-27.4183,151.6797,Gas,,,,2005,Oakey Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,27.4475,57.74055556,499.1413889,520.2791667,133.205,74.58194444,,Australia Clean Energy Regulator,
AUS,Australia,Oakland Hills Wind Farm,AUS0000016,67,-37.6871,142.5467,Wind,,,,2011,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,149.7455556,168.8372222,146.2608333,167.865,170.1816667,188.2866667,,Australia Clean Energy Regulator,
AUS,Australia,Oaky,AUS0000284,4.8,-30.5751,152.069,Hydro,,,,1998,Essential Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Oaky Creek,AUS0000167,20,-22.9878,148.5817,Gas,,,,2016,EnvironGen (Oaky) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,107.6066667,90.25694444,133.6536111,129.6202778,,,,Australia Clean Energy Regulator,
AUS,Australia,Onslow,AUS0000411,3.6,-21.6582,115.099,Gas,,,,2016,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,14.88527778,13.28222222,14.45305556,,Australia Clean Energy Regulator,
AUS,Australia,Ord River,AUS0000224,30,-16.1201,128.7383,Hydro,,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,221.3347222,205.4327778,206.1397222,216.7222222,212.6219444,220.7866667,,Australia Clean Energy Regulator,
AUS,Australia,Osborne,AUS0000235,180,-34.798,138.5079,Gas,,,,2012,Origin Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1350.603889,1455.608611,0,1184.0425,966.9333333,1319.6225,,Australia Clean Energy Regulator,
AUS,Australia,Owen Springs,AUS0000255,36,-23.8636,133.8255,Gas,,,,1996,NT Government,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,62.74722222,53.36611111,79.60305556,92.04416667,85.23277778,74.67611111,,Australia Clean Energy Regulator,
AUS,Australia,Paloona,AUS0000130,28,-41.2826,146.249,Hydro,,,,2013,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,109.4191667,,93.07861111,100.0055556,44.40583333,135.8944444,,Australia Clean Energy Regulator,
AUS,Australia,Paraburdoo,AUS0000229,155,-23.2233,117.6133,Gas,,,,1992,Rio Tinto Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,569.9175,572.2866667,545.5266667,524.895,,Australia Clean Energy Regulator,
AUS,Australia,Paraburdoo (Standby),AUS0000228,20,-23.2238,117.6137,Gas,,,,1998,Rio Tinto Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Parkes Solar Farm,AUS0000516,66,-33.1027,148.075,Solar,,,,,NEOEN,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,4.635833333,,Australia Clean Energy Regulator,
AUS,Australia,Pedler Creek,AUS0000236,3,-35.2023,138.5021,Waste,,,,1991,Energy Developments LFG (SA) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,17.70916667,19.27333333,19.15,16.00916667,,,,Australia Clean Energy Regulator,
AUS,Australia,Pelican Point,AUS0000237,478,-34.765,138.5053,Gas,,,,2011,International Power - GDF Suez Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,2989.926667,1867.958333,1030.115833,304.4016667,1209.624444,2732.421111,,Australia Clean Energy Regulator,
AUS,Australia,Perth Zoo,AUS0000426,2.37,-31.9767,115.8548,Solar,,,,1984,Perth Zoo,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Pindari,AUS0000012,6.7,-29.3886,151.2442,Hydro,,,,1992,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,3.828888889,1.406944444,,1.153055556,7.195555556,3.602777778,,Australia Clean Energy Regulator,
AUS,Australia,Pine Creek,AUS0000258,34.76,-13.7856,131.8624,Gas,,,,1955,NGD (NT) / Cosmo Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,158.7977778,173.0672222,181.0816667,191.0805556,181.0163889,165.1080556,,Australia Clean Energy Regulator,
AUS,Australia,Pinjar,AUS0000200,576,-31.5568,115.8204,Gas,,,,1984,Verve Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,627.3311111,447.6288889,464.0411111,610.4527778,511.1247222,570.2186111,,Australia Clean Energy Regulator,
AUS,Australia,Pinjarra Bauxite Mine and Alumina Refinery,AUS0000201,280,-32.6473,115.9469,Gas,,,,2002,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1354.565556,1277.396389,1639.092222,2057.255833,2271.889167,2155.606111,,Australia Clean Energy Regulator,
AUS,Australia,Pioneer Sugar Mill,AUS0000053,67.8,-19.5575,147.3308,Biomass,,,,,CSR,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Plane Creek Sugar Mill,AUS0000074,14,-21.4282,149.2159,Biomass,,,,2018,Sucrogen (Plane Creek Mill) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Plutonic Gold Mine,AUS0000225,28,-25.311,119.4508,Gas,,,,,Barrick Gold of Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Poatina,AUS0000121,100,-41.8115,146.9192,Hydro,,,,1998,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,2156.905278,1468.888333,1055.098611,1256.454167,754.0302778,1214.186389,,Australia Clean Energy Regulator,
AUS,Australia,Port Hedland,AUS0000206,126,-20.4283,118.5498,Gas,,,,1970,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Port Hedland (Smaller),AUS0000325,84,-20.3782,118.5384,Gas,,,,2012,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Port Lincoln,AUS0000238,73.5,-34.7003,135.8044,Oil,,,,1999,Synergen Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1.367222222,0.797222222,0.385,0.491388889,2.211666667,1.672777778,,Australia Clean Energy Regulator,
AUS,Australia,Port Stanvac,AUS0000345,57.6,-35.1104,138.4915,Oil,,,,1989,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Proserpine Sugar Mill,AUS0000311,17,-20.3985,148.5797,Biomass,,,,2015,Sucrogen,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Quarantine,AUS0000239,224,-34.7793,138.5224,Gas,,,,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,150.1933333,230.5105556,215.2466667,135.1569444,264.0280556,190.8283333,,Australia Clean Energy Regulator,
AUS,Australia,Queen Victoria Market Solar Array,AUS0000430,0.25,-37.8069,144.9569,Solar,,,,,Melbourne City Council,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Racecourse Mill,AUS0000493,3.5,-21.1635,149.1344,Biomass,,,,,Mackay Sugar Limited,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,1.2,,Australia Clean Energy Regulator,
AUS,Australia,Ravensthorpe,AUS0000202,56,-33.61,120.36,Oil,,,,,First Quantum Minerals,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1.714444444,0.415555556,0.194722222,0.1075,0.138888889,0.214444444,,Australia Clean Energy Regulator,
AUS,Australia,Red Hill,AUS0000327,3.65,-31.8317,116.0992,Waste,,,,2009,Landfill Gas and Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,2.780277778,27.76583333,28.69694444,,Australia Clean Energy Regulator,
AUS,Australia,Redbank,AUS0000285,150,-32.5802,151.0719,Coal,,,,2009,Biogreen Energy Pty Limited,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Reece,AUS0000141,238,-41.7238,145.1359,Hydro,,,,1993,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,825.2922222,1135.148333,915.2930556,760.2041667,1031.386389,1055.838056,,Australia Clean Energy Regulator,
AUS,Australia,Remount,AUS0000115,2.2,-41.395,147.1554,Waste,,,,,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,14.28888889,13.99111111,14.45527778,12.28805556,12.55388889,8.668888889,,Australia Clean Energy Regulator,
AUS,Australia,Repulse,AUS0000120,28,-42.5077,146.647,Hydro,,,,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,141.4002778,169.1433333,139.0433333,126.5322222,144.2452778,119.5997222,,Australia Clean Energy Regulator,
AUS,Australia,Revesby Workers Club,AUS0000317,2.5,-33.9534,151.0137,Oil,,,,2009,Revesby Workers Club,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Rochedale,AUS0000073,4,-27.5591,153.1236,Waste,,,,1991,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,33.91805556,34.69333333,33.90944444,34.43583333,35.64916667,37.54916667,,Australia Clean Energy Regulator,
AUS,Australia,Rockingham,AUS0000358,2.1,-32.2863,115.8154,Waste,,,,1991,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,15.52333333,19.28527778,21.49,21.09527778,21.18305556,23.44611111,,Australia Clean Energy Regulator,
AUS,Australia,Rocky Point Sugar Sugar Mill,AUS0000060,30,-27.7334,153.3276,Biomass,,,,1995,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Roghan Road,AUS0000072,2,-27.3388,153.0344,Waste,,,,1973,Energy Developments LFG (Qld) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,1.354722222,0.996944444,0.997222222,0.961666667,,Australia Clean Energy Regulator,
AUS,Australia,Roma,AUS0000147,80,-26.5772,148.8402,Gas,,,,1993,Origin Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,38.22166667,66.63166667,207.2744444,109.2436111,41.73916667,31.63111111,,Australia Clean Energy Regulator,
AUS,Australia,Ron Goodin,AUS0000254,44.6,-23.7091,133.8912,Gas,,,,,NT Government,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,123.045,123.0830556,93.04805556,88.70611111,113.8780556,126.0280556,,Australia Clean Energy Regulator,
AUS,Australia,Rottnest Island Wind Turbine,AUS0000323,0.6,-31.9938,115.5289,Wind,,,,2011,Verve Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Rowallan,AUS0000129,10.5,-41.7295,146.2176,Hydro,,,,1957,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,38.95527778,48.1825,23.58638889,29.17055556,49.9175,39.31472222,,Australia Clean Energy Regulator,
AUS,Australia,Roy Hill,AUS0000490,6,-22.4812,119.9472,Oil,,,,2001,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Royalla Solar Farm,AUS0000485,20,-35.4897,149.1435,Solar,,,,1984,Abdul Latif Jameel Energy and Environment Services,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,13.74305556,38.56888889,37.19861111,39.20833333,,Australia Clean Energy Regulator,
AUS,Australia,Royston,AUS0000339,0.9,-37.3739,145.8645,Hydro,,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Rubicon,AUS0000095,13.55,-37.3272,145.8605,Hydro,,,,2017,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,38.71694444,40.66472222,46.44611111,46.04472222,48.9375,41.91888889,,Australia Clean Energy Regulator,
AUS,Australia,Rubicon Falls,AUS0000340,0.3,-37.3401,145.8477,Hydro,,,,1975,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Rugby Run Solar Farm,AUS0000618,65,-22.1405,147.9188,Solar,,,,1966,Adani Renewables,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Sandstone,AUS0000361,0.4,-27.9853,119.295,Oil,,,,2015,Energy Developments,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,0.781666667,0.628055556,0.508611111,0.679722222,0.701388889,0.683888889,,Australia Clean Energy Regulator,
AUS,Australia,Sapphire Wind Farm,AUS0000607,270,-29.6997,151.4119,Wind,,,,,CWP Renewables,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1153.421,1208.852,1175.765,1147.913,976.655,,,Australia Clean Energy Regulator,
AUS,Australia,Savannah Nickel Mine,AUS0000407,10.8,-17.3631,128.0331,Oil,,,,2012,Contract Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Shenton Park WMRC Project,AUS0000328,1,-31.9577,115.7924,Waste,,,,1996,AnaeCo Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,383.2666667,157.55825,152.1952,61.42135,89.6296,48.32715,,Australia Clean Energy Regulator,
AUS,Australia,Shepparton Biogas Generation Plant,AUS0000017,1.1,-36.3218,145.379,Waste,,,,2001,Diamond Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,5.734444444,4.840833333,4.700833333,4.356944444,5.606111111,5.251388889,,Australia Clean Energy Regulator,
AUS,Australia,Silverton Wind Farm,AUS0000524,,-31.8068,141.2686,Wind,,,,2003,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Singleton Solar Farm,AUS0000440,0.39,-32.5924,151.1812,Solar,,,,1983,Ausgrid,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Smithfield Energy,AUS0000286,170.9,-33.85,150.9495,Gas,,,,2010,Marubeni Australia Power Services,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1001.0275,989.0983333,968.5383333,970.9952778,979.3944444,71.99416667,,Australia Clean Energy Regulator,
AUS,Australia,Snowtown North,AUS0000005,148,-33.714,138.1402,Wind,,,,2013,Tilt Renewables,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,383.2666667,397.83,341.5766667,348.4372222,310.4255556,354.9658333,,Australia Clean Energy Regulator,
AUS,Australia,Snowtown South,AUS0000456,126,-33.8302,138.1184,Wind,,,,,Tilt Renewables,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,310.2297222,842.2086111,890.0097222,823.2825,928.1761111,,Australia Clean Energy Regulator,
AUS,Australia,Snuggery,AUS0000245,63,-37.6646,140.4156,Gas,,,,1979,International Power - GDF Suez Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,0.309722222,0.0875,0.375,0.985833333,3.196944444,0.743888889,,Australia Clean Energy Regulator,
AUS,Australia,Solomon Iron Ore Mine,AUS0000458,125,-22.1581,117.9849,Gas,,,,1972,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,143.2263889,240.1852778,263.7516667,273.5775,277.8969444,,Australia Clean Energy Regulator,
AUS,Australia,Somerton,AUS0000096,160,-37.6318,144.9531,Gas,,,,2010,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,16.20916667,11.36305556,10.46361111,11.64666667,29.14388889,85.41833333,,Australia Clean Energy Regulator,
AUS,Australia,South Cardup (Shale Road Landfill),AUS0000359,3.3,-32.2664,116.0193,Waste,,,,2000,Western Australian Landfill Services,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,27.47833333,27.10222222,26.13916667,27.9825,25.13194444,29.39555556,,Australia Clean Energy Regulator,
AUS,Australia,South East Water Hallam Plant,AUS0000337,0.25,-38.0232,145.2781,Hydro,,,,,South East Water,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,South Johnstone,AUS0000374,20,-17.6057,145.991,Biomass,,,,,MSF Sugar,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Springvale,AUS0000071,4.2,-37.9733,145.1396,Waste,,,,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,19.83666667,19.43555556,16.66944444,14.78583333,14.28194444,12.11638889,,Australia Clean Energy Regulator,
AUS,Australia,St George Leagues Club,AUS0000318,1,-33.9748,151.1294,Oil,,,,,St George Leagues Club,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Stadium Australia,AUS0000442,0.14,-33.8452,151.064,Solar,,,,,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Stanwell,AUS0000168,1460,-23.5097,150.3195,Coal,,,,,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,8216.953611,8418.935556,8754.479167,9089.362222,9267.250278,8804.378056,,Australia Clean Energy Regulator,
AUS,Australia,Stapylton Green Energy,AUS0000347,4.8,-27.7334,153.2463,Biomass,,,,,Stapylton Green Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,4.38,14.195,13.95416667,20.24583333,,Australia Clean Energy Regulator,
AUS,Australia,Starfish Hill Wind Farm,AUS0000052,34.5,-35.5678,138.1432,Wind,,,,,RATCH-Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,72.63138889,100.1038889,90.82305556,90.6775,63.83388889,97.46,,Australia Clean Energy Regulator,
AUS,Australia,Studland Bay (Woolnorth) Wind Farm,AUS0000010,75,-40.7788,144.7362,Wind,,,,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,266.5952778,288.8222222,280.075,271.2641667,266.4047222,288.4002778,,Australia Clean Energy Regulator,
AUS,Australia,Summerhill,AUS0000033,2.2,-32.8885,151.643,Waste,,,,,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Sun Metals Solar Farm,AUS0000623,124,-19.3355,146.8885,Solar,,,,,Sun Metals Corporation PTY,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Suncoast Gold Macadamia,AUS0000059,1.5,-26.2261,152.6981,Biomass,,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1.521944444,1.151944444,0.858611111,,,,,Australia Clean Energy Regulator,
AUS,Australia,Sunrise Dam,AUS0000226,28.4,-29.0927,122.4393,Gas,,,,,Energy Generation / AngloGold Ashanti,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Swanbank E,AUS0000149,385,-27.6554,152.8179,Gas,,,,,CS Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1408.213056,2314.516944,952.8858333,,,671.1580556,,Australia Clean Energy Regulator,
AUS,Australia,Sydney,AUS0000313,0.8,-33.8715,151.2091,Gas,,,,,Cogent Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Symex Port Melbourne,AUS0000097,5.9,-37.8298,144.9444,Gas,,,,,Symex Holding Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,17.27833333,,,,,,,Australia Clean Energy Regulator,
AUS,Australia,Tableland,AUS0000373,7,-17.1193,145.345,Biomass,,,,,MSF Sugar,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Tahmoor,AUS0000287,7,-34.2482,150.5808,Gas,,,,,EnviroGen Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,29.75472222,34.26527778,46.45583333,38.91555556,28.23722222,32.95861111,,Australia Clean Energy Regulator,
AUS,Australia,Tailem Bend Solar Farm,AUS0000599,95,-35.2708,139.4924,Solar,,,,,Vena Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Tallawarra,AUS0000288,460,-34.5228,150.8081,Gas,,,,,TRUenergy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,2840.058611,3283.508611,2082.391667,1866.040833,803.0308333,1468.602778,,Australia Clean Energy Regulator,
AUS,Australia,Tamala Park,AUS0000356,4.65,-31.7078,115.7266,Waste,,,,,Landfill Gas and Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,36.005,33.55444444,31.88055556,4.16,40.34444444,42.33361111,,Australia Clean Energy Regulator,
