country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh
AUS,Australia,Laverton,AUS0000371,1.5,-28.6216,122.3965,Oil,,,,2016,Energy Developments,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,4.722222222,3.546944444,3.840277778,3.565833333,3.642777778,4.13,,Australia Clean Energy Regulator,
AUS,Australia,Laverton (Granny Smith Gold Mine),AUS0000219,30.6,-28.8096,122.415,Oil,,,,,Barrick Gold of Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Laverton North,AUS0000090,312,-37.8416,144.7887,Gas,,,,2015,Snowy Hydro Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,14.81888889,15.80777778,1.144166667,22.43138889,79.52083333,179.0058333,,Australia Clean Energy Regulator,
AUS,Australia,Leichhardt,AUS0000460,60,-20.7835,139.4864,Gas,,,,,APA Group and AGL Energy Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Leinster Nickel Mine,AUS0000212,59,-27.8141,120.699,Gas,,,,1979,Southern Cross Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,316.8044444,302.5083333,280.8511111,295.8711111,313.8427778,250.0269444,,Australia Clean Energy Regulator,
AUS,Australia,Lemonthyme,AUS0000132,81.6,-41.6038,146.139,Hydro,,,,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,250.3386111,304.5455556,257.3525,225.0994444,286.5383333,299.6508333,,Australia Clean Energy Regulator,
AUS,Australia,Leonards Hill,AUS0000341,4.1,-37.4271,144.1222,Wind,,,,,Hepburn Community Wind Park Co-operative Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Leonora,AUS0000409,4.43,-28.8811,121.3213,Gas,,,,,Energy Developments,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,11.7175,9.833055556,8.888888889,8.509722222,8.414166667,8.228333333,,Australia Clean Energy Regulator,
AUS,Australia,Liapootah,AUS0000123,87.3,-42.3763,146.5099,Hydro,,,,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,438.8144444,502.4580556,414.3452778,380.9697222,435.1383333,415.9797222,,Australia Clean Energy Regulator,
AUS,Australia,Liddell,AUS0000280,2200,-32.3713,150.9776,Coal,,,,,Macquarie Generation,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,6577.395556,7365.723056,8068.462222,7955.425556,9510.035556,8518.6825,,Australia Clean Energy Regulator,
AUS,Australia,Liddell Solar Thermal,AUS0000473,9.3,-32.3761,150.9797,Solar,,,,2013,Macquarie Generation,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Lilyvale Solar Farm,AUS0000582,100,-23.0875,148.439,Solar,,,,,FRV Fotowatio Renewable Ventures,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,31.39527778,23.33833333,22.75305556,102.3158333,97.16305556,101.0741667,,Australia Clean Energy Regulator,
AUS,Australia,Lincoln Gap,AUS0000620,10,-32.5645,137.5572,Wind,,,,,Nexif Energy Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,577.6252778,1066.2675,997.1522222,1006.701111,8572.255556,8870.476111,,Australia Clean Energy Regulator,
AUS,Australia,Longford,AUS0000091,31,-38.2236,147.1657,Gas,,,,,TRUenergy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,314.2488889,421.9738889,341.0897222,269.5613889,403.2155556,1047.497222,,Australia Clean Energy Regulator,
AUS,Australia,Lonsdale,AUS0000234,20,-35.1097,138.491,Oil,,,,,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Lower Lake Margaret,AUS0000131,3.2,-42.0147,145.5261,Hydro,,,,2014,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,16.46611111,8.528611111,5.676388889,15.41027778,14.68944444,15.54444444,,Australia Clean Energy Regulator,
AUS,Australia,Lower Rubicon,AUS0000338,13.55,-37.3027,145.8458,Hydro,,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Loy Yang A,AUS0000092,2180,-38.2536,146.5746,Coal,,,,,GEAC Great Energy Alliance Corporation,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,16268.61083,16099.33028,16226.41222,15715.54667,15885.28806,16951.91194,,Australia Clean Energy Regulator,
AUS,Australia,Loy Yang B,AUS0000075,1000,-38.2564,146.5864,Coal,,,,2015,IPM Australia Limited,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,8591.400833,7307.038056,8622.021111,8451.503056,8572.255556,8870.476111,,Australia Clean Energy Regulator,
AUS,Australia,Lucas Heights I,AUS0000037,5.39,-34.0293,151.0021,Waste,,,,1961,Energy Developments LFG (NSW) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,31.39527778,23.33833333,22.75305556,14.75222222,16.26166667,13.97305556,,Australia Clean Energy Regulator,
AUS,Australia,Lucas Heights II,AUS0000036,16,-34.0481,150.9739,Waste,,,,,Energy Developments LFG (NSW) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,94.20333333,102.2761111,100.9083333,102.3158333,97.16305556,101.0741667,,Australia Clean Energy Regulator,
AUS,Australia,Macarthur Wind Farm,AUS0000417,420,-38.0648,142.1844,Wind,,,,1994,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,577.6252778,1066.2675,997.1522222,1006.701111,894.0766667,1047.497222,,Australia Clean Energy Regulator,
AUS,Australia,Mackay,AUS0000146,30,-21.1446,149.1591,Gas,,,,,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,0.005833333,0.011944444,0.291388889,0.322222222,0.39,0.189722222,,Australia Clean Energy Regulator,
AUS,Australia,Mackintosh,AUS0000142,79.9,-41.6997,145.6461,Hydro,,,,2001,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,314.2488889,421.9738889,341.0897222,269.5613889,403.2155556,394.0533333,,Australia Clean Energy Regulator,
AUS,Australia,Macknade Sugar Mill,AUS0000174,8,-18.589,146.258,Biomass,,,,2012,Sucrogen (Herbert) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Mandurah,AUS0000357,1.3,-32.5079,115.759,Waste,,,,,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,100.7588889,120.8313889,88.20888889,87.75472222,139.4341667,279.8194444,,Australia Clean Energy Regulator,
AUS,Australia,Manildra Solar Farm,AUS0000604,46,-33.1733,148.718,Solar,,,,1963,First Solar Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Marble Bar Diesel Backup,AUS0000365,1.28,-21.1649,119.7419,Oil,,,,,Horizon Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Marble Bar Solar Farm,AUS0000364,0.3,-21.1643,119.7412,Solar,,,,,Horizon Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,100.7588889,120.8313889,88.20888889,87.75472222,139.4341667,181.3516667,,Australia Clean Energy Regulator,
AUS,Australia,Maryborough,AUS0000346,7.5,-25.5476,152.7171,Biomass,,,,,MSF Sugar,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Maryvale Mill,AUS0000308,54.5,-38.1809,146.4479,Biomass,,,,,Australian Paper,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,McArthur River Mine,AUS0000424,78,-16.4335,136.0935,Gas,,,,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,159.9333333,179.6044444,285.7841667,260.9147222,247.7038889,279.8194444,,Australia Clean Energy Regulator,
AUS,Australia,McKay Creek (Mount Beauty Hydro Scheme),AUS0000104,150,-36.8584,147.2345,Hydro,,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,100.7588889,120.8313889,88.20888889,87.75472222,139.4341667,99.42305556,,Australia Clean Energy Regulator,
AUS,Australia,Meadowbank,AUS0000122,40,-42.6112,146.8457,Hydro,,,,2005,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,161.9877778,210.8113889,44.14805556,102.9677778,184.2302778,181.3516667,,Australia Clean Energy Regulator,
AUS,Australia,Meekatharra,AUS0000408,2.9,-26.5952,118.483,Oil,,,,,Energy Developments,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,7.711944444,7.876666667,6.495,7.738611111,7.638055556,6.7275,,Australia Clean Energy Regulator,
AUS,Australia,Melbourne,AUS0000333,1.2,-37.8086,144.9685,Gas,,,,,Cogent Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Menzies,AUS0000410,0.3,-29.6906,121.0252,Oil,,,,1994,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,0.751111111,0.735833333,0.727777778,0.680277778,0.626666667,0.664444444,,Australia Clean Energy Regulator,
AUS,Australia,Merredin,AUS0000450,82,-31.5423,118.227,Gas,,,,1989,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,0.441944444,,,Australia Clean Energy Regulator,
AUS,Australia,Metricon (Gold Coast) Stadium Solar Array,AUS0000436,0.22,-28.0063,153.3671,Solar,,,,1987,Metricon Stadium,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Mica Creek,AUS0000446,325,-20.7776,139.4906,Gas,,,,1980,Stanwell Corporation,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1776.222222,1570.770278,643.4019444,197.2266667,5.021944444,121.0858333,,Australia Clean Energy Regulator,
AUS,Australia,Millmerran,AUS0000163,856,-27.9615,151.2789,Coal,,,,2013,Intergen,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,7077.06,6668.915833,6629.263889,6653.693333,6608.556944,7061.381667,,Australia Clean Energy Regulator,
AUS,Australia,Mintaro,AUS0000249,90,-33.9031,138.7383,Gas,,,,,Synergen Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,12.27444444,7.968055556,7.133611111,13.05333333,29.62861111,42.28305556,,Australia Clean Energy Regulator,
AUS,Australia,Monash University (Clayton Campus) Solar Array,AUS0000429,0.18,-37.9118,145.133,Solar,,,,2016,Monash University,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Moorabool North Wind Farm,AUS0000602,131,-37.655,144.1913,Wind,,,,2017,Goldwind Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Moorabool South Wind Farm,AUS0000603,131,-37.7402,144.1622,Wind,,,,2004,Goldwind Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,7.711944444,7.876666667,6.495,7.738611111,7.638055556,6.7275,,Australia Clean Energy Regulator,
AUS,Australia,Moranbah,AUS0000164,12.56,-21.9851,148.0246,Gas,,,,2011,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,67.695,66.63305556,23.03111111,36.30361111,83.45416667,54.91777778,,Australia Clean Energy Regulator,
AUS,Australia,Moranbah North,AUS0000054,45.7,-21.8967,147.9507,Gas,,,,2015,Energy Development Projects (Australia) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,321.8525,317.6022222,439.4063889,466.2394444,490.2294444,507.8447222,,Australia Clean Energy Regulator,
AUS,Australia,Moree,AUS0000491,60,-29.5722,149.8669,Solar,,,,,FRV-Fotowatio Renewable Ventures,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,34.06944444,143.225,154.935,,Australia Clean Energy Regulator,
AUS,Australia,Mornington,AUS0000093,1,-38.3916,144.8553,Waste,,,,,LMS Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,4.318055556,5.294444444,5.711111111,6.322777778,6.338055556,6.226388889,,Australia Clean Energy Regulator,
AUS,Australia,Mortlake,AUS0000108,566,-38.0632,142.6675,Gas,,,,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1709.266111,1673.449444,1163.476944,487.0838889,1102.9175,1278.860833,,Australia Clean Energy Regulator,
AUS,Australia,Mortons Lane Wind Farm,AUS0000492,20,-37.8413,142.4653,Wind,,,,1973,China Guangdong Nuclear Wind Energy Company,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,33.20027778,68.94027778,62.30472222,61.16666667,60.94527778,64.5575,,Australia Clean Energy Regulator,
AUS,Australia,Mount Keith Nickel Mine,AUS0000213,112,-27.2146,120.548,Gas,,,,,Southern Cross Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,386.9952778,355.7380556,307.2405556,338.9313889,378.0163889,428.6555556,,Australia Clean Energy Regulator,
AUS,Australia,Mount Magnet,AUS0000207,1.9,-28.0871,117.8327,Gas,,,,1971,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,4.688333333,4.490833333,3.449722222,4.084722222,3.878333333,3.816388889,,Australia Clean Energy Regulator,
AUS,Australia,Mount Millar Wind Farm,AUS0000061,70,-33.6255,136.7039,Wind,,,,2011,Meridian Energy Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,184.4669444,186.8183333,182.9211111,160.2780556,193.1405556,,Australia Clean Energy Regulator,
AUS,Australia,Mount Stuart,AUS0000165,423,-19.338,146.8512,Oil,,,,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,56.84444444,12.93222222,30.82083333,54.93416667,73.40777778,9.736111111,,Australia Clean Energy Regulator,
AUS,Australia,Mt Gambier,AUS0000443,10,-37.8388,140.8057,Biomass,,,,,Carter Holt Harvey Wood Products Australia Pty Limited,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Mt Gellibrand Wind Farm,AUS0000494,189,-38.2587,143.8019,Wind,,,,,Acciona Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,27.05833333,,Australia Clean Energy Regulator,
AUS,Australia,Mt Mercer Wind Farm,AUS0000478,131,-37.8317,143.8892,Wind,,,,,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,100.355,349.8155556,353.2380556,362.3386111,375.8730556,,Australia Clean Energy Regulator,
AUS,Australia,Mt Piper,AUS0000281,1400,-33.3589,150.0313,Coal,,,,2003,Delta,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,9111.0475,9436.063889,6282.647222,7259.195556,7557.603333,7864.293056,,Australia Clean Energy Regulator,
AUS,Australia,Mugga Lane,AUS0000034,3.5,-35.3953,149.1458,Waste,,,,1963,Energy Developments LFG (ACT) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,25.35472222,23.90416667,22.06305556,22.46277778,24.57527778,31.70638889,,Australia Clean Energy Regulator,
AUS,Australia,Mugga Lane Solar Park,AUS0000617,13,-35.3989,149.146,Solar,,,,2000,Maoneng Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Muja C,AUS0000214,400,-33.446,116.3062,Coal,,,,2015,Verve Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Muja D,AUS0000215,454,-33.4464,116.3074,Coal,,,,2010,Verve Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Mulgrave,AUS0000375,13,-17.0932,145.7887,Biomass,,,,,MSF Sugar,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Mumbida Wind Farm,AUS0000475,55,-28.9918,114.9599,Wind,,,,,Verve Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,151.9530556,204.6166667,189.9625,,Australia Clean Energy Regulator,
AUS,Australia,Mungarra,AUS0000216,112,-28.8893,115.1177,Gas,,,,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,133.9116667,98.00055556,96.89,18.19833333,13.26194444,19.28361111,,Australia Clean Energy Regulator,
AUS,Australia,Mungullah,AUS0000387,18,-24.8911,113.7095,Gas,,,,,Horizon Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Munmorah,AUS0000282,600,-33.2117,151.5418,Coal,,,,,Delta Electricity,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Murra Warra Wind Farm,AUS0000610,429,-36.4333,142.3182,Wind,,,,,RES Australia,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,567.7341667,555.4222222,231.335,121.9894444,187.1486111,254.5508333,,Australia Clean Energy Regulator,
AUS,Australia,Murray 1,AUS0000107,950,-36.2467,148.1901,Hydro,,,,,Snowy Hydro Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Murray 2,AUS0000106,552,-36.2423,148.1362,Hydro,,,,1988,Snowy Hydro Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,185.345,219.1569444,95.24805556,332.3219444,187.1486111,244.3380556,,Australia Clean Energy Regulator,
AUS,Australia,Murrin Murrin (Nickel Mine),AUS0000223,78,-28.9238,121.3293,Gas,,,,1994,Minara Resources,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Musselroe,AUS0000420,168,-40.7798,148.0097,Wind,,,,1998,Hydro Tasmania Wind Operations Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Narrogin Bioenergy Plant,AUS0000444,1,-32.9521,117.1916,Biomass,,,,2003,Verve Energy  Western Power  Oil Mallee Co  Enecon Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Neerabup,AUS0000198,330,-31.6712,115.8021,Gas,,,,2004,Newgen Neerabup Partnership,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,36.31083333,78.47916667,124.8113889,112.7955556,166.2405556,254.5508333,,Australia Clean Energy Regulator,
AUS,Australia,Newington Solar Suburb,AUS0000439,0.67,-33.8413,151.0538,Solar,,,,2012,Pacific Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Newman Iron Ore Mine,AUS0000199,170,-23.3443,119.7086,Gas,,,,1999,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,567.7341667,555.4222222,231.335,121.9894444,187.1486111,244.3380556,,Australia Clean Energy Regulator,
AUS,Australia,Newport,AUS0000094,500,-37.8415,144.8942,Gas,,,,1993,Industry Funds Management,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,185.345,219.1569444,95.24805556,332.3219444,322.2108333,1018.556667,,Australia Clean Energy Regulator,
AUS,Australia,Nhulunbuy,AUS0000614,24,-12.1889,136.6872,Oil,,,,1981,Rio Tinto,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Nieterana,AUS0000013,2.2,-42.2686,146.2629,Hydro,,,,1985,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,185.345,219.1569444,95.24805556,151.9530556,204.6166667,189.9625,,Australia Clean Energy Regulator,
AUS,Australia,Nine Network,AUS0000316,3.2,-33.811,151.1966,Oil,,,,2014,Nine Network,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Noranda,AUS0000326,1.1,-31.8654,115.8773,Waste,,,,1994,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Norseman Mine,AUS0000320,9,-32.1963,121.7943,Oil,,,,,,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,27.85527778,16.33888889,14.14611111,15.06805556,8.275833333,4.322777778,,Australia Clean Energy Regulator,
AUS,Australia,North Brown Hill  Wind Farm,AUS0000024,132.3,-33.3093,138.7296,Wind,,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,425.6411111,484.3258333,428.8094444,457.2552778,395.84,474.4858333,,Australia Clean Energy Regulator,
AUS,Australia,North Sydney,AUS0000314,2.4,-33.8398,151.2069,Gas,,,,2013,Cogent Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,North Sydney (Small),AUS0000479,0.8,-33.8384,151.2054,Gas,,,,1991,Cogent Energy,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,,,,,,,,
AUS,Australia,Nullagine Diesel Backup,AUS0000363,0.96,-21.8794,120.1129,Oil,,,,,Horizon Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,1350.603889,1455.608611,0,1184.0425,966.9333333,1319.6225,,Australia Clean Energy Regulator,
AUS,Australia,Nullagine Solar Farm,AUS0000362,0.2,-21.8795,120.1117,Solar,,,,2000,Horizon Power,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,1153.421,1208.852,1175.765,1147.913,976.655,,Australia Clean Energy Regulator,
AUS,Australia,Numurkah Solar Farm,AUS0000587,100,-36.1592,145.4746,Solar,,,,2007,Neoen,Australian Renewable Energy Mapping Infrastructure,https://www.nationalmap.gov.au/,Australian Renewable Energy Mapping Infrastructure,,2019,,157.55825,152.1952,61.42135,89.6296,48.32715,,Australia Clean Energy Regulator,
